,week_10:hPeric,week_10:hRgl2a,week_11:hRgl2a,week_10:Unk,week_11:hPeric,week_9:Unk,week_6:hProgFPM,week_8:Unk,week_11:hRgl2b,week_9:hGaba,week_6:hProgBP,week_8:hNbM,week_8:hNProg,week_11:hEndo,week_11:Unk,week_6:hProgM,week_6:hProgFPL,week_6:Unk,week_8:hProgBP,week_8:hNbML1,week_9:hNbML5,week_8:hOMTN,week_6:hNProg,week_6:hOMTN,week_11:hRgl3,week_10:hEndo,week_8:hProgFPM,week_8:hRN,week_9:hOMTN,week_10:hDA2,week_10:hRgl3,week_11:hOPC,week_11:hRgl2c,week_10:hNbM,week_10:hDA1,week_9:hProgBP,week_8:hProgM,week_10:hRgl2b,week_7:hRgl2a,week_7:hOMTN,week_7:Unk,week_10:hRgl1,week_7:hProgBP,week_10:hDA0,week_9:hNbGaba,week_9:hDA0,week_9:hDA1,week_9:hNProg,week_8:hProgFPL,week_9:hRgl2a,week_9:hDA2,week_6:hNbML1,week_9:hNbM,week_9:hNbML1,week_6:hNbM,week_10:hGaba
STAT5A,1,1,0,5,3,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0
STAT3,36,29,23,13,25,9,5,10,9,4,9,4,2,25,8,4,6,1,0,4,6,4,3,4,14,14,4,1,5,1,8,5,2,2,5,2,2,4,1,1,1,5,6,1,0,1,0,3,3,4,2,0,3,1,0,1
PTRF,1,0,4,2,7,1,1,2,2,0,0,0,0,30,1,5,3,0,0,1,1,0,1,0,3,23,1,0,0,0,1,1,1,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
ATP6V0A1,19,30,20,22,11,14,8,7,9,19,5,7,5,9,6,9,6,6,5,10,10,13,2,9,8,6,4,3,9,10,6,1,5,6,8,1,2,2,1,5,2,3,2,2,10,4,8,1,2,6,1,3,5,6,2,1
NAGLU,2,8,5,1,2,0,1,0,1,2,0,3,2,0,0,1,0,0,0,2,0,1,2,2,3,0,1,2,1,0,2,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSD17B1,0,2,0,0,3,1,2,1,0,2,0,1,1,0,0,0,2,0,0,1,0,1,0,2,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0
COASY,17,17,11,8,5,5,9,6,6,6,6,7,5,6,4,4,7,3,3,1,4,2,3,3,1,4,4,1,3,1,4,3,3,1,4,1,4,1,2,0,0,2,3,1,0,0,2,0,1,1,0,2,0,1,1,2
MLX,28,19,11,14,17,2,4,8,5,2,8,7,4,7,5,9,5,5,5,8,2,6,1,9,6,2,5,3,8,7,4,3,1,2,3,1,4,1,2,3,1,3,3,7,1,1,2,1,6,3,1,3,1,2,1,4
PSMC3IP,12,8,12,4,6,4,12,6,7,0,6,4,1,3,3,10,13,6,8,4,1,7,4,4,5,5,5,3,1,1,3,4,4,1,1,1,1,4,1,2,0,2,2,1,2,1,1,0,3,3,1,0,2,2,1,0
FAM134C,13,11,8,7,15,5,4,1,5,5,3,3,3,5,1,6,5,2,5,2,0,2,0,4,3,2,1,3,0,3,1,0,1,3,3,5,1,2,1,1,0,2,1,0,2,1,2,3,1,0,0,2,0,0,0,1
TUBG1,20,19,10,6,14,7,11,5,8,1,14,6,2,6,3,11,10,7,3,1,3,5,3,7,2,3,2,4,3,5,1,5,2,4,4,4,1,2,4,3,2,3,3,2,1,3,1,1,1,1,0,2,0,1,1,0
TUBG2,10,8,11,8,6,1,6,2,4,7,2,7,2,6,4,3,5,1,1,2,2,1,1,5,5,2,3,1,5,2,5,0,2,1,4,1,2,1,3,2,0,4,0,1,1,0,0,1,1,2,0,0,2,1,1,0
PLEKHH3,15,4,2,1,15,2,1,0,2,0,1,1,0,3,0,1,1,0,0,1,2,1,0,2,1,1,1,0,5,0,2,0,1,1,0,0,0,1,0,2,1,0,0,1,1,2,0,0,1,1,2,0,2,1,0,0
CCR10,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CNTNAP1,12,1,3,5,4,4,0,0,2,4,1,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,2,1,1,2,1,1,2,0,0,1,0,5,0,0,0,0,0,3,2,0,0,0,1,0,2,2,0,0
EZH1,9,16,12,7,8,6,1,3,4,6,0,1,3,7,3,2,3,2,3,4,4,5,1,3,3,2,0,5,3,5,2,3,0,3,3,1,2,4,0,2,1,1,2,2,2,1,3,1,2,1,1,0,1,2,0,0
RAMP2-AS1,1,4,2,0,0,1,0,1,1,1,0,1,0,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0
RAMP2,9,3,3,3,9,0,1,1,2,0,0,4,3,40,3,2,1,0,1,1,1,1,0,1,0,19,0,0,3,4,2,2,0,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1
VPS25,24,33,26,16,13,8,20,7,11,6,15,12,8,9,3,10,14,7,9,7,6,16,8,12,7,8,4,5,3,5,7,4,6,3,4,3,5,7,2,4,2,4,0,4,3,2,5,2,2,0,2,4,1,3,3,1
COA3,47,58,47,28,24,12,32,26,20,5,29,26,19,17,17,28,20,12,19,11,9,21,14,15,20,11,14,11,8,13,15,11,12,12,15,3,9,9,7,11,9,8,8,9,4,4,3,4,10,4,2,8,1,2,4,5
CNTD1,2,3,1,1,1,0,0,2,0,1,0,0,1,1,1,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
BECN1,18,13,11,8,12,4,10,7,8,6,5,6,5,9,6,6,11,1,3,2,3,6,5,7,3,7,4,3,7,2,2,5,4,7,1,3,2,0,2,4,1,6,2,3,0,0,0,1,1,1,3,3,1,0,2,0
PSME3,13,21,18,7,11,4,9,2,3,5,11,5,2,10,4,10,15,5,5,5,0,9,6,8,6,3,5,4,2,4,3,5,4,4,5,3,1,3,1,3,1,1,0,1,0,0,1,1,0,0,0,2,0,0,3,2
AOC2,3,2,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
AOC3,5,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
LINC00671,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
G6PC,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PTGES3L-AARSD1,0,3,2,2,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
AARSD1,33,35,17,26,17,12,21,14,11,13,26,21,17,8,8,22,18,7,9,7,5,12,11,13,4,6,7,4,9,11,5,6,2,7,7,4,7,5,5,7,5,1,4,5,1,4,5,4,5,2,3,4,0,4,3,4
PTGES3L,2,2,3,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
RUNDC1,7,10,8,6,0,6,3,2,10,13,5,2,3,6,4,4,3,0,5,3,6,3,0,3,3,3,3,3,6,3,2,3,5,3,4,1,1,1,0,2,1,1,0,2,2,3,4,1,2,2,1,2,2,1,0,1
RPL27,69,61,53,32,52,17,28,21,37,13,29,27,16,32,17,27,26,14,18,14,10,14,19,21,12,16,11,12,7,10,9,15,11,11,5,11,8,8,7,8,3,13,5,6,5,2,6,6,11,6,6,7,4,4,5,7
IFI35,6,1,4,1,5,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
VAT1,31,33,28,26,19,8,10,9,9,12,15,27,10,23,15,13,10,5,11,16,8,19,9,18,16,13,3,10,10,9,7,7,4,7,13,4,5,2,5,6,6,5,5,5,11,4,9,3,5,3,5,5,4,4,6,6
RND2,6,43,38,11,8,8,8,10,10,8,12,10,14,9,6,7,8,2,15,9,7,7,6,10,14,2,10,6,7,4,4,10,6,5,5,4,5,5,7,4,2,3,4,1,1,2,4,4,4,3,0,3,0,1,1,3
BRCA1,6,13,11,4,8,7,9,7,9,1,11,1,3,1,5,11,12,4,11,5,2,3,4,1,1,1,8,0,2,2,0,5,6,0,0,5,7,2,2,0,2,4,4,0,1,0,1,1,4,1,0,2,1,1,1,0
NBR2,4,4,3,1,3,2,0,2,2,1,2,0,1,2,3,3,0,1,2,2,1,1,0,2,2,1,1,0,0,0,1,1,0,0,0,0,2,1,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0
LOC101929767,3,5,4,4,2,0,1,2,2,1,1,0,1,0,2,2,1,2,0,1,0,0,0,0,3,1,0,0,0,0,1,1,3,0,1,0,1,1,0,1,3,0,1,0,0,0,0,0,0,2,0,0,1,2,0,0
NBR1,49,45,45,13,35,13,17,4,13,11,16,11,9,8,9,13,15,4,8,6,11,10,5,14,9,13,6,4,9,8,10,9,3,9,7,5,5,6,6,5,1,6,6,2,3,2,5,3,3,4,3,4,4,4,5,2
TMEM106A,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00854,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00910,2,1,1,0,0,1,1,0,0,2,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
ARL4D,19,10,14,10,26,4,13,11,4,4,12,17,10,10,4,11,14,5,7,14,5,13,5,14,4,8,6,5,5,6,6,4,2,4,5,3,5,3,2,0,0,3,0,6,0,2,1,1,5,2,1,1,2,0,4,1
DHX8,15,17,13,9,10,3,9,5,7,1,11,8,7,6,5,9,13,4,5,4,2,1,6,4,3,3,5,3,5,1,3,4,2,5,1,1,2,3,3,4,1,1,2,2,2,0,3,1,3,1,0,3,3,1,5,0
ETV4,1,1,4,0,2,0,1,0,5,0,2,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0
SOST,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
DUSP3,29,26,16,4,19,6,3,6,4,6,8,4,3,13,4,8,7,1,6,3,4,9,3,2,2,8,2,3,3,3,8,2,5,0,3,1,3,7,5,2,0,1,3,3,1,1,4,1,2,3,0,2,3,5,1,2
MPP3,2,5,3,5,1,4,1,4,0,6,4,2,4,2,3,1,0,2,1,1,0,6,0,6,1,0,0,2,2,4,0,0,1,3,2,0,0,1,1,1,0,1,0,1,4,1,2,0,1,1,0,1,0,3,0,0
MPP2,8,6,2,11,3,4,2,5,2,5,8,5,2,0,2,2,1,2,3,2,1,7,1,10,2,2,0,3,4,6,0,1,0,1,5,1,0,0,3,2,0,1,0,2,5,1,1,0,1,0,2,1,5,3,1,3
NAGS,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM101,14,17,14,4,12,4,8,2,4,2,7,3,4,5,2,4,7,3,2,4,4,3,4,9,8,2,3,2,2,1,3,3,0,1,0,0,1,2,2,1,0,2,0,2,1,0,1,0,2,0,0,2,0,0,3,1
LSM12,13,24,21,10,14,10,16,8,11,3,9,6,6,6,7,10,11,10,6,3,3,11,5,9,7,3,4,6,8,4,4,5,3,4,4,3,4,2,3,3,3,3,4,2,4,2,2,3,6,3,5,2,1,1,1,3
G6PC3,10,28,25,5,15,2,10,4,10,1,9,3,5,17,6,6,7,1,4,6,2,3,4,8,10,5,2,1,4,4,4,3,5,3,1,0,1,1,2,1,0,1,0,2,0,0,0,0,3,1,0,0,1,1,1,1
HDAC5,15,5,1,6,9,7,2,0,1,5,2,3,3,5,2,2,2,0,0,2,6,4,2,2,2,4,0,3,3,1,0,2,1,1,3,0,2,5,1,0,0,1,0,3,1,2,3,1,1,0,2,1,2,3,0,1
C17orf53,2,1,0,1,0,0,2,0,1,0,1,1,1,0,0,3,1,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ASB16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ASB16-AS1,5,6,1,0,2,3,3,4,1,5,2,1,2,6,2,4,4,0,2,2,1,1,0,2,2,1,1,0,2,2,0,0,0,2,0,1,2,0,2,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
TMUB2,17,19,20,11,18,4,5,5,12,3,7,4,5,6,2,4,8,4,4,2,2,5,1,7,6,4,2,4,3,4,4,1,6,2,2,0,4,2,2,1,2,4,1,2,3,1,3,0,0,2,1,3,1,2,1,3
ATXN7L3,15,14,11,9,11,9,2,7,1,6,9,2,6,9,5,3,7,4,4,4,5,7,6,4,2,5,8,0,6,4,3,1,3,4,5,4,2,1,2,2,2,2,1,4,2,2,4,4,3,4,2,2,2,0,2,3
UBTF,43,51,40,24,32,15,26,14,15,24,24,15,6,23,11,16,22,13,17,11,9,15,11,12,12,14,9,4,9,8,10,9,12,8,9,6,8,7,5,4,2,9,4,6,2,4,5,4,5,5,3,5,5,4,1,7
SLC4A1,2,4,1,3,1,4,4,1,1,1,0,1,1,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
RUNDC3A-AS1,0,0,1,1,0,1,0,0,2,1,2,0,0,0,1,0,0,0,0,0,0,2,0,0,2,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,1,0,1,0,0,0
RUNDC3A,9,16,3,17,4,9,1,3,9,9,3,14,1,4,9,1,0,2,2,7,6,8,4,9,2,1,3,1,4,6,5,7,2,12,9,1,1,1,0,1,2,1,0,6,6,3,3,1,0,1,2,2,1,5,1,4
SLC25A39,20,11,22,11,12,9,8,4,11,3,7,2,4,13,7,7,3,0,2,4,3,6,1,3,4,1,1,1,2,3,5,3,5,4,4,1,4,3,0,2,1,2,2,3,2,1,2,2,5,1,0,0,2,2,1,0
GRN,33,20,24,6,24,2,6,2,12,1,4,5,5,23,1,9,7,3,2,5,2,3,3,5,9,13,2,2,3,0,5,5,5,3,0,1,2,3,2,1,0,2,1,1,1,1,0,3,3,0,2,2,1,1,3,1
FAM171A2,0,0,1,1,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITGA2B,1,2,0,3,1,1,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GPATCH8,27,46,30,21,26,13,16,12,14,25,21,12,7,19,11,18,18,7,8,8,6,11,11,9,8,9,9,8,8,4,8,9,4,7,7,5,4,4,5,4,6,5,4,6,6,7,4,3,6,3,2,3,5,4,2,2
FZD2,7,37,40,5,10,4,9,10,13,4,17,6,6,3,1,16,17,9,9,5,0,4,8,4,7,1,7,2,1,0,3,5,5,1,0,5,6,8,9,1,2,7,3,0,0,2,0,0,5,5,0,1,1,1,1,1
LINC01180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C17orf104,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCDC43,11,10,13,11,6,1,5,4,5,5,6,6,2,7,2,7,6,4,4,7,3,7,4,6,5,4,5,4,4,0,1,1,2,0,2,0,2,0,1,1,1,2,0,4,0,2,0,0,4,1,2,0,3,2,2,1
DBF4B,3,4,1,0,3,3,8,2,2,1,4,2,0,0,2,3,8,0,1,0,1,2,2,3,2,0,3,3,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,0,1,2,0,0,1
ADAM11,4,6,1,3,1,1,0,0,2,0,1,1,0,0,4,0,0,0,0,3,2,0,0,4,0,0,1,0,2,2,0,2,0,3,3,1,0,1,1,1,1,0,0,3,1,0,2,0,0,0,0,1,1,0,0,2
GJC1,92,31,22,8,66,11,14,14,15,9,21,7,9,6,5,9,13,6,11,7,8,10,9,9,3,7,5,5,3,1,2,5,4,5,3,7,8,4,4,2,2,4,5,4,0,5,4,3,8,4,1,3,1,4,0,2
HIGD1B,99,4,2,1,65,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFTUD2,25,30,24,10,8,9,21,10,11,13,14,16,10,14,5,8,14,9,9,8,3,11,4,12,11,6,4,3,6,4,7,4,3,5,8,1,3,3,6,4,3,3,6,3,1,2,3,2,3,3,1,2,0,2,1,0
CCDC103,0,2,3,1,3,0,0,1,2,1,0,0,0,0,0,2,1,0,0,0,0,1,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GFAP,4,28,46,1,10,0,0,0,24,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,2,4,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
KIF18B,5,5,6,0,4,1,9,2,5,1,12,1,5,0,0,5,10,2,3,0,0,1,2,1,0,1,4,0,0,0,0,3,3,1,0,5,4,1,4,0,1,0,2,0,0,0,0,5,3,1,0,0,1,0,0,0
C1QL1,1,3,1,1,2,0,1,2,1,1,2,3,0,0,2,0,0,1,1,6,0,3,0,2,0,1,1,0,0,4,0,4,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,3,0,0,0,0
DCAKD,14,25,21,9,10,5,10,9,9,5,13,9,4,4,5,6,12,6,8,6,4,9,1,5,6,3,8,4,7,4,9,2,6,1,5,4,3,5,0,3,1,2,1,1,2,1,1,3,3,1,4,4,1,3,1,0
NMT1,76,58,40,26,39,12,30,19,23,9,27,15,13,25,15,20,27,16,11,10,12,15,14,21,9,15,9,8,7,11,10,8,11,7,6,9,8,8,7,10,5,7,10,6,7,5,5,6,7,4,3,5,1,4,5,3
PLCD3,0,7,11,0,1,0,0,1,2,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,2,0,1,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ACBD4,0,1,3,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HEXIM1,94,26,24,21,41,13,17,12,11,8,9,10,13,20,4,11,12,5,8,7,6,7,1,10,9,16,7,7,6,6,11,6,3,3,9,2,11,4,4,2,3,3,2,4,3,3,5,3,5,2,0,2,1,3,3,3
HEXIM2,1,1,1,0,0,1,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
FMNL1,0,0,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MAP3K14,1,4,5,2,2,0,2,0,2,0,0,0,0,2,0,2,1,0,1,0,2,1,0,0,0,2,2,0,0,0,1,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,2,0,0,2,0,1,1,0,0,0
ARHGAP27_loc1,1,1,1,1,1,0,0,0,1,1,1,1,0,18,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
PLEKHM1_loc1,7,5,8,1,2,4,0,2,4,2,2,0,0,4,1,0,2,0,2,2,1,1,2,0,2,1,0,1,1,0,0,0,0,1,0,1,0,3,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
LRRC37A4P_p2,8,22,13,7,6,7,5,2,4,10,8,3,2,2,5,2,6,1,2,0,6,2,4,4,2,1,3,3,3,2,5,6,2,4,2,6,4,1,0,2,0,1,4,1,5,3,3,2,2,0,2,2,1,2,0,0
LOC644172_p1,1,1,1,0,1,0,1,0,1,2,0,0,1,1,0,0,1,0,0,0,1,0,0,2,0,0,1,0,0,2,0,3,0,0,0,0,1,2,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
CRHR1_loc2,2,1,0,4,0,2,1,0,1,1,2,1,2,0,2,1,1,1,1,3,1,1,1,3,0,0,0,1,3,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0
MGC57346_loc2,3,10,9,4,4,4,8,7,2,3,10,10,3,1,2,8,6,3,4,2,3,10,4,8,4,2,3,1,4,1,5,2,3,3,3,3,6,5,1,1,2,2,1,3,0,2,1,3,2,2,2,4,2,5,3,0
CRHR1-IT1_loc1,2,12,11,8,1,4,2,4,3,9,2,6,2,2,4,2,0,1,2,4,5,4,1,2,2,1,2,0,4,3,1,0,3,0,2,1,0,1,0,1,0,0,2,0,2,1,1,2,2,0,2,2,2,1,0,2
SPPL2C_loc1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MAPT_loc1,56,40,14,61,21,38,6,9,12,45,7,20,5,9,21,5,3,2,8,26,21,26,1,16,6,9,4,11,19,19,10,6,5,19,17,5,1,8,3,15,9,6,3,16,14,11,13,6,4,6,9,7,8,9,2,10
MAPT-IT1_loc1,1,0,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
KANSL1_loc1,20,30,22,13,19,14,11,10,10,20,11,10,6,11,5,9,16,3,13,12,10,12,7,8,9,10,6,3,13,6,6,5,2,11,3,9,6,6,6,5,3,3,1,6,7,3,6,5,8,5,3,4,7,8,4,4
KANSL1-AS1_loc1,0,0,1,1,1,0,0,2,0,1,0,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
LOC644172_p2,3,17,17,9,2,2,9,3,8,3,3,2,3,2,5,3,3,1,1,2,2,2,0,1,2,2,2,3,1,0,3,5,4,3,3,0,1,4,0,1,0,1,0,5,1,0,0,1,2,1,0,2,0,0,1,3
LRRC37A_loc1,4,7,3,1,2,2,8,1,3,2,3,5,5,0,3,3,3,1,1,2,0,2,2,4,1,2,1,1,1,0,1,0,2,0,1,4,2,1,1,1,1,0,2,2,0,0,1,0,3,2,0,1,1,2,1,0
ARL17A_loc2,2,4,5,5,3,8,1,0,2,6,0,2,3,2,3,2,2,2,2,1,6,0,0,1,1,0,2,0,6,0,0,2,1,0,0,4,1,1,1,2,0,0,0,1,2,2,4,4,2,3,0,0,1,2,0,0
ARL17B_loc2,9,9,9,2,7,4,5,4,3,2,4,3,1,3,4,3,1,5,1,2,2,3,1,5,4,2,3,0,2,1,2,6,5,4,1,0,1,3,3,5,0,1,2,1,2,3,1,0,0,0,0,0,1,1,1,0
NSFP1_p1,7,9,2,9,3,2,5,1,2,3,3,2,3,2,6,6,6,4,0,4,0,5,0,5,4,2,0,1,1,4,3,2,0,2,2,1,2,2,2,2,1,3,3,4,0,0,1,0,0,1,0,0,0,1,0,1
ARL17A_loc1,1,1,2,3,3,4,1,0,2,4,0,2,2,1,1,2,0,2,2,0,5,0,0,0,2,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,3,1,2,3,0,2,0,0,1,2,0,0
LRRC37A2_loc1,4,7,5,1,3,4,8,2,2,3,3,4,5,0,3,5,4,1,1,1,0,2,3,5,1,2,1,0,1,0,2,0,2,0,2,4,2,1,1,1,1,0,2,2,0,0,1,0,4,2,0,1,1,2,1,0
NSF_loc1,18,12,8,14,9,10,6,5,3,15,5,4,4,3,9,6,7,3,3,3,10,5,0,5,2,3,3,3,5,4,1,6,3,4,3,2,2,3,1,7,2,2,0,4,7,5,6,3,4,2,3,1,2,2,0,3
NSFP1_p2,7,10,2,8,4,3,4,1,2,2,4,3,3,2,6,6,6,4,1,4,0,5,0,5,4,2,0,1,1,4,2,3,0,2,2,1,2,2,2,2,1,2,2,3,1,0,0,0,0,1,0,0,0,1,0,1
WNT3,3,6,3,2,0,0,3,0,0,3,0,2,1,1,1,0,4,0,2,1,1,0,0,0,1,0,1,2,0,0,0,1,0,0,1,2,0,1,0,0,0,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0
GOSR2,17,16,18,15,12,7,14,7,7,3,9,3,9,15,5,9,15,5,7,6,3,5,4,10,5,8,3,0,3,6,2,5,3,8,3,5,3,1,2,4,0,4,4,6,2,1,2,2,1,2,1,5,0,1,0,1
ARL17A_loc4,0,0,1,2,0,3,0,1,0,1,0,1,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
